req_id,client_id,job_title,job_category,employment_type,location,priority,openings,bill_rate,pay_rate,open_date,target_close_date,status,recruiter_owner
1482,3,Salesforce Developer,IT,Contract,"Nashville, TN",Medium,9,90.51,69.33,2022-05-29,2022-09-12,Open,19
1483,14,Data Engineer,IT,Contract-to-Hire,"San Jose, CA",High,9,56.54,40.82,2023-05-29,2023-09-05,Open,19
1484,17,Java Developer,IT,Permanent,"San Francisco, CA",Medium,8,0.0,114847.77,2024-01-28,2024-03-27,Open,11
1485,24,Accounting Manager,Finance,Permanent,"Miami, FL",High,10,0.0,135269.6,2023-11-04,2024-01-23,Open,24
1486,45,RN - ER,Healthcare,Contract,"Los Angeles, CA",High,9,68.07,50.67,2023-12-12,2024-02-04,Open,16
1487,5,Data Engineer,IT,Contract,"New York, NY",High,4,69.35,49.97,2023-07-09,2023-10-28,Open,1
1488,19,Java Developer,IT,Contract,"Minneapolis, MN",Medium,8,66.57,50.78,2022-03-15,2022-04-22,Open,14
1489,43,Business Analyst,IT,Contract-to-Hire,"Charlotte, NC",High,5,50.85,37.62,2023-02-02,2023-04-20,Filled,20
1490,31,Clinical Data Manager,Pharma,Permanent,"Minneapolis, MN",Medium,6,0.0,109500.21,2023-05-19,2023-06-22,Open,1
1491,45,Cloud Architect,IT,Contract-to-Hire,"Columbus, OH",Medium,10,118.89,85.41,2024-02-28,2024-04-10,Closed,12
1492,32,Risk Analyst,Finance,Contract,"Baltimore, MD",Medium,9,80.4,62.41,2022-03-30,2022-06-28,Open,3
1493,47,Network Engineer,IT,Contract,"Chicago, IL",High,6,86.37,65.2,2023-09-11,2023-12-10,Open,18
1494,46,Credit Analyst,Finance,Contract-to-Hire,"Austin, TX",Low,1,67.32,48.54,2023-12-02,2024-01-17,Closed,15
1495,33,.NET Developer,IT,Contract,"Boston, MA",High,5,87.05,65.26,2024-03-31,2024-07-07,Closed,4
1496,34,Compliance Officer,Finance,Contract-to-Hire,"San Francisco, CA",Low,6,63.91,46.35,2022-02-10,2022-04-18,Filled,4
1497,10,Risk Analyst,Finance,Contract,"Austin, TX",High,7,65.93,48.04,2023-02-01,2023-05-25,Open,10
1498,15,Salesforce Developer,IT,Contract,"Orlando, FL",High,2,119.25,88.05,2022-08-23,2022-11-17,Open,5
1499,48,Data Engineer,IT,Permanent,"Denver, CO",Medium,1,0.0,107207.81,2023-05-24,2023-08-08,Closed,23
1500,41,Business Analyst,IT,Permanent,"Orlando, FL",Medium,9,0.0,72974.61,2022-02-04,2022-04-10,Filled,3
1501,6,.NET Developer,IT,Contract,"Orlando, FL",High,3,120.22,89.74,2023-02-15,2023-05-20,Open,1
1502,6,Salesforce Developer,IT,Permanent,"New York, NY",Low,6,0.0,79009.3,2023-04-02,2023-07-25,Closed,9
1503,5,Physical Therapist,Healthcare,Contract,"Dallas, TX",High,5,96.57,66.79,2022-08-26,2022-10-20,Open,24
1504,26,Compliance Officer,Finance,Contract,"Austin, TX",Medium,10,79.75,58.3,2022-04-26,2022-08-01,Closed,1
1505,9,React Developer,IT,Contract,"New York, NY",Medium,8,123.66,94.73,2022-07-13,2022-11-04,Filled,7
1506,12,DevOps Engineer,IT,Contract-to-Hire,"Houston, TX",High,9,94.24,69.99,2022-05-30,2022-09-22,Open,25
1507,31,.NET Developer,IT,Permanent,"Houston, TX",High,7,0.0,139240.02,2023-08-03,2023-09-23,Open,8
1508,17,Mechanical Engineer,Manufacturing,Contract-to-Hire,"Charlotte, NC",High,4,54.77,39.61,2024-03-10,2024-05-29,Open,13
1509,39,LPN,Healthcare,Contract,"Phoenix, AZ",Medium,3,109.89,76.12,2024-03-20,2024-06-23,Open,20
1510,19,Medical Coder,Healthcare,Contract-to-Hire,"Austin, TX",Low,2,111.85,80.9,2023-03-04,2023-04-11,Open,25
1511,3,Financial Analyst,Finance,Contract,"Nashville, TN",Medium,9,72.19,51.12,2024-04-06,2024-06-18,Closed,11
1512,20,Actuary,Insurance,Contract-to-Hire,"Portland, OR",Low,10,90.92,65.34,2023-08-27,2023-12-23,Closed,22
1513,37,Project Engineer,Energy,Contract,"Orlando, FL",Low,10,87.55,60.33,2022-12-17,2023-03-25,Open,9
1514,18,Financial Analyst,Finance,Contract,"Chicago, IL",High,10,119.98,88.72,2022-11-17,2023-01-27,Open,12
1515,13,React Developer,IT,Contract,"Seattle, WA",High,10,91.41,65.92,2023-09-05,2023-11-28,Open,25
1516,19,Compliance Officer,Finance,Contract,"Columbus, OH",High,8,104.97,75.17,2023-07-21,2023-09-30,Closed,17
1517,8,Salesforce Developer,IT,Contract,"Nashville, TN",High,8,101.09,70.82,2024-04-30,2024-07-12,Open,8
1518,31,RN - ICU,Healthcare,Contract,"Charlotte, NC",Low,2,124.6,90.45,2022-05-30,2022-07-31,Open,4
1519,36,RN - ICU,Healthcare,Contract-to-Hire,"Seattle, WA",Low,10,50.26,35.13,2023-05-22,2023-08-18,Open,17
1520,27,Clinical Data Manager,Pharma,Contract,"Nashville, TN",High,8,71.26,55.45,2023-05-17,2023-08-31,Filled,13
1521,8,SQL Developer,IT,Contract,"Dallas, TX",Medium,2,64.49,46.18,2022-02-12,2022-03-22,Closed,18
1522,9,Cloud Architect,IT,Contract,"New York, NY",Low,1,124.06,92.88,2022-02-10,2022-06-04,Open,4
1523,40,SQL Developer,IT,Contract,"Chicago, IL",Low,5,72.74,51.21,2023-09-26,2024-01-11,Closed,12
1524,16,Mechanical Engineer,Manufacturing,Contract,"Baltimore, MD",Medium,4,51.84,38.28,2022-08-14,2022-10-04,Closed,20
1525,11,Java Developer,IT,Contract,"Seattle, WA",High,2,95.7,70.95,2024-04-08,2024-07-09,Open,14
1526,16,Network Engineer,IT,Contract-to-Hire,"Chicago, IL",High,4,98.77,75.97,2022-10-14,2022-11-26,Open,14
1527,39,Clinical Data Manager,Pharma,Contract-to-Hire,"Houston, TX",Medium,3,85.69,60.26,2023-02-23,2023-05-20,Filled,20
1528,25,Credit Analyst,Finance,Contract,"Minneapolis, MN",Low,6,93.3,65.98,2023-05-19,2023-08-12,Open,1
1529,33,Physical Therapist,Healthcare,Permanent,"Denver, CO",Medium,3,0.0,94092.55,2023-09-14,2023-11-09,Open,20
1530,45,Mechanical Engineer,Manufacturing,Contract-to-Hire,"New York, NY",Medium,5,63.47,45.72,2022-11-18,2023-02-01,Open,23
1531,15,React Developer,IT,Contract-to-Hire,"Austin, TX",High,2,98.03,71.26,2023-12-04,2024-03-15,Filled,23
1532,2,Project Engineer,Energy,Contract-to-Hire,"Austin, TX",Medium,7,95.73,68.54,2023-05-18,2023-08-11,Open,14
1533,23,Cloud Architect,IT,Contract,"Seattle, WA",High,4,71.53,55.16,2023-05-06,2023-06-25,Closed,21
1534,39,Medical Coder,Healthcare,Permanent,"Dallas, TX",High,4,0.0,125760.66,2023-01-26,2023-04-12,Open,23
1535,11,Actuary,Insurance,Contract,"Seattle, WA",Medium,8,99.24,72.97,2022-03-23,2022-06-28,Open,10
1536,28,Data Engineer,IT,Contract,"Philadelphia, PA",Low,2,119.68,83.61,2022-11-16,2023-01-06,Open,3
1537,4,Radiologist Technician,Healthcare,Permanent,"Newark, NJ",Low,8,0.0,114096.64,2022-06-30,2022-09-04,Filled,6
1538,2,Network Engineer,IT,Contract,"Baltimore, MD",High,9,98.21,67.54,2022-04-14,2022-06-17,Open,25
1539,36,LPN,Healthcare,Contract,"San Francisco, CA",Medium,3,107.86,74.99,2022-09-09,2022-10-10,Open,17
1540,2,Mechanical Engineer,Manufacturing,Permanent,"Dallas, TX",High,1,0.0,102838.23,2023-02-08,2023-03-27,Filled,5
1541,9,Supply Chain Analyst,Logistics,Contract,"Detroit, MI",Medium,4,118.94,90.8,2024-03-12,2024-05-16,Filled,6
1542,8,Compliance Officer,Finance,Contract,"Dallas, TX",High,1,62.97,46.64,2022-03-10,2022-05-27,Open,15
1543,32,Medical Coder,Healthcare,Contract-to-Hire,"Miami, FL",Low,6,94.03,70.77,2023-04-23,2023-08-13,Closed,19
1544,48,Compliance Officer,Finance,Contract-to-Hire,"Philadelphia, PA",Medium,3,110.13,80.65,2022-06-20,2022-09-22,Open,7
1545,39,.NET Developer,IT,Contract,"Philadelphia, PA",Medium,6,117.36,81.16,2023-01-27,2023-04-15,Open,11
1546,13,Physical Therapist,Healthcare,Contract,"Baltimore, MD",Low,3,67.25,50.94,2022-05-31,2022-08-26,Open,13
1547,10,Network Engineer,IT,Contract,"Seattle, WA",Medium,8,122.04,94.02,2023-05-14,2023-08-03,Open,7
1548,9,LPN,Healthcare,Contract-to-Hire,"Los Angeles, CA",Medium,6,126.77,89.31,2023-10-18,2023-11-29,Open,12
1549,25,LPN,Healthcare,Contract-to-Hire,"Miami, FL",High,8,56.25,39.9,2023-07-19,2023-10-18,Open,12
1550,13,SQL Developer,IT,Contract,"San Jose, CA",Medium,1,123.76,86.21,2022-05-30,2022-09-08,Open,17
1551,41,Cybersecurity Analyst,IT,Permanent,"Denver, CO",Low,8,0.0,92844.98,2023-02-18,2023-05-01,Open,20
1552,19,SQL Developer,IT,Contract,"San Jose, CA",Medium,9,54.07,39.56,2023-03-25,2023-06-25,Open,22
1553,36,Credit Analyst,Finance,Permanent,"Los Angeles, CA",Medium,8,0.0,102946.08,2024-04-24,2024-07-11,Open,5
1554,49,Data Engineer,IT,Contract,"Boston, MA",High,5,57.46,41.28,2022-08-14,2022-09-18,Open,5
1555,27,Cybersecurity Analyst,IT,Permanent,"Los Angeles, CA",Low,5,0.0,79524.82,2023-03-14,2023-06-22,Open,1
1556,11,.NET Developer,IT,Contract,"Houston, TX",High,8,71.24,51.88,2022-08-13,2022-11-10,Open,3
1557,30,Risk Analyst,Finance,Contract,"Orlando, FL",Low,9,99.34,77.28,2022-09-22,2023-01-03,Open,21
1558,21,Risk Analyst,Finance,Permanent,"Minneapolis, MN",Low,5,0.0,76669.87,2024-01-04,2024-04-18,Closed,25
1559,16,Telecom Engineer,Telecom,Contract,"Seattle, WA",Medium,8,115.19,83.33,2022-12-03,2023-03-08,Filled,2
1560,20,Clinical Data Manager,Pharma,Contract,"Chicago, IL",High,8,58.52,40.66,2024-03-13,2024-05-10,Open,4
1561,35,Compliance Officer,Finance,Permanent,"Newark, NJ",Low,6,0.0,92224.47,2023-02-14,2023-05-08,Open,3
1562,11,Network Engineer,IT,Permanent,"Minneapolis, MN",High,7,0.0,101088.03,2022-03-09,2022-05-18,Filled,14
1563,27,Data Engineer,IT,Contract-to-Hire,"McLean, VA",High,8,128.27,91.51,2022-05-02,2022-07-10,Filled,13
1564,14,Clinical Data Manager,Pharma,Contract-to-Hire,"Chicago, IL",Medium,3,84.41,59.38,2023-09-18,2023-11-08,Closed,11
1565,25,Clinical Data Manager,Pharma,Contract,"Newark, NJ",Low,7,58.05,39.95,2022-01-09,2022-02-27,Filled,3
1566,45,Actuary,Insurance,Contract,"San Francisco, CA",Medium,6,129.35,87.98,2022-02-03,2022-03-22,Open,22
1567,6,Clinical Data Manager,Pharma,Contract,"San Jose, CA",High,1,63.22,44.95,2022-02-09,2022-05-24,Closed,1
1568,13,Mechanical Engineer,Manufacturing,Contract,"Orlando, FL",Low,5,121.76,92.83,2022-04-21,2022-06-24,Closed,17
1569,40,.NET Developer,IT,Contract,"Seattle, WA",Low,2,61.09,44.37,2022-06-11,2022-10-01,Filled,20
1570,45,Network Engineer,IT,Contract,"Minneapolis, MN",Medium,8,52.56,40.22,2022-06-16,2022-10-12,Open,17
1571,19,React Developer,IT,Contract-to-Hire,"Atlanta, GA",High,4,83.44,64.5,2023-11-14,2024-01-24,Filled,5
1572,10,Compliance Officer,Finance,Contract,"San Jose, CA",Medium,3,56.36,41.64,2022-06-01,2022-07-14,Open,24
1573,19,.NET Developer,IT,Contract,"Portland, OR",Medium,2,105.02,77.5,2023-05-09,2023-08-02,Closed,24
1574,20,Clinical Data Manager,Pharma,Contract,"McLean, VA",High,6,121.65,90.7,2022-06-10,2022-08-29,Open,2
1575,17,Python Developer,IT,Contract-to-Hire,"Minneapolis, MN",Medium,8,64.92,47.38,2023-02-12,2023-06-12,Open,11
1576,46,Accounting Manager,Finance,Contract-to-Hire,"Baltimore, MD",High,1,102.67,79.65,2023-08-04,2023-12-01,Open,9
1577,6,RN - ER,Healthcare,Contract-to-Hire,"Dallas, TX",Low,10,120.04,85.64,2022-05-24,2022-07-23,Filled,9
1578,13,Actuary,Insurance,Contract,"Nashville, TN",Low,6,83.43,63.16,2023-01-05,2023-03-19,Open,1
1579,31,DevOps Engineer,IT,Permanent,"Los Angeles, CA",Low,5,0.0,80128.49,2022-12-07,2023-04-03,Closed,13
1580,34,Telecom Engineer,Telecom,Permanent,"Phoenix, AZ",High,8,0.0,110934.78,2022-07-21,2022-10-14,Closed,18
1581,35,React Developer,IT,Contract-to-Hire,"Philadelphia, PA",High,8,53.56,38.2,2023-08-27,2023-12-15,Filled,15
1582,39,Actuary,Insurance,Permanent,"Charlotte, NC",Medium,5,0.0,82320.89,2023-08-29,2023-10-26,Open,21
1583,3,Supply Chain Analyst,Logistics,Contract,"Boston, MA",Low,4,103.47,76.36,2022-09-29,2022-10-29,Open,8
1584,29,Mechanical Engineer,Manufacturing,Contract,"Houston, TX",Low,9,81.76,59.11,2024-04-01,2024-06-05,Filled,1
1585,47,Medical Coder,Healthcare,Contract,"Orlando, FL",Low,9,111.51,83.22,2023-08-18,2023-10-14,Open,25
1586,16,DevOps Engineer,IT,Contract-to-Hire,"Columbus, OH",High,7,94.86,67.62,2023-11-03,2023-12-28,Open,11
1587,16,Financial Analyst,Finance,Contract-to-Hire,"Newark, NJ",High,5,51.66,35.8,2024-01-19,2024-03-22,Open,14
1588,28,Salesforce Developer,IT,Contract,"Baltimore, MD",Low,9,108.33,77.58,2022-10-23,2022-12-31,Open,3
1589,8,Data Engineer,IT,Contract,"Baltimore, MD",High,2,126.29,86.71,2024-03-24,2024-05-27,Filled,11
1590,33,DevOps Engineer,IT,Permanent,"San Jose, CA",Low,5,0.0,99897.29,2023-05-08,2023-08-31,Open,12
1591,6,Project Engineer,Energy,Contract,"Columbus, OH",Low,2,64.11,48.77,2022-09-14,2022-10-16,Open,6
1592,22,Data Engineer,IT,Contract,"New York, NY",Medium,1,91.77,68.73,2023-05-06,2023-08-24,Open,13
1593,49,Project Engineer,Energy,Contract-to-Hire,"Boston, MA",High,10,58.29,42.62,2022-08-06,2022-09-26,Filled,25
1594,48,Clinical Data Manager,Pharma,Contract,"Minneapolis, MN",Low,8,128.09,96.64,2024-03-10,2024-06-11,Filled,11
1595,24,Financial Analyst,Finance,Contract,"New York, NY",Medium,1,122.0,83.4,2022-01-04,2022-04-17,Open,21
1596,27,SQL Developer,IT,Contract,"Houston, TX",Low,9,127.57,97.74,2022-05-18,2022-06-29,Closed,25
1597,38,DevOps Engineer,IT,Contract,"Columbus, OH",High,10,87.87,64.62,2024-01-14,2024-03-27,Open,21
1598,16,SQL Developer,IT,Contract,"Dallas, TX",Medium,3,92.97,67.18,2022-04-20,2022-05-27,Open,13
1599,18,Data Engineer,IT,Contract,"Miami, FL",Medium,5,117.98,91.8,2023-01-08,2023-02-16,Open,14
1600,2,Java Developer,IT,Contract,"Los Angeles, CA",Low,2,76.22,57.25,2023-06-22,2023-10-07,Open,4
1601,17,DevOps Engineer,IT,Contract,"Detroit, MI",High,4,75.46,52.25,2022-08-06,2022-11-18,Open,9
1602,49,React Developer,IT,Permanent,"Houston, TX",Low,9,0.0,121613.05,2024-04-11,2024-07-20,Open,18
1603,20,Risk Analyst,Finance,Contract,"Dallas, TX",High,6,121.63,91.86,2022-11-16,2023-02-07,Open,24
1604,9,Python Developer,IT,Contract,"Austin, TX",High,8,57.55,44.57,2022-04-20,2022-07-20,Open,13
1605,7,Pharmacy Tech,Healthcare,Contract,"Chicago, IL",High,3,62.7,48.53,2022-03-25,2022-06-05,Closed,23
1606,7,Supply Chain Analyst,Logistics,Contract,"Los Angeles, CA",Low,4,87.63,65.97,2022-06-23,2022-10-18,Filled,1
1607,34,Risk Analyst,Finance,Contract,"New York, NY",High,1,96.14,72.39,2023-05-20,2023-08-28,Filled,7
1608,43,Radiologist Technician,Healthcare,Contract-to-Hire,"McLean, VA",Low,7,65.4,47.92,2022-05-20,2022-08-09,Closed,10
1609,16,Cloud Architect,IT,Permanent,"San Jose, CA",Medium,10,0.0,129210.5,2023-12-25,2024-03-17,Filled,1
1610,26,DevOps Engineer,IT,Permanent,"Seattle, WA",Low,3,0.0,79337.37,2023-12-09,2024-01-24,Closed,4
1611,16,Risk Analyst,Finance,Contract,"Chicago, IL",High,7,106.89,75.15,2024-02-02,2024-03-08,Open,7
1612,8,Cloud Architect,IT,Permanent,"New York, NY",High,7,0.0,65211.32,2024-01-05,2024-02-18,Open,11
1613,29,Cybersecurity Analyst,IT,Contract,"San Jose, CA",Medium,7,61.76,46.0,2023-01-13,2023-03-25,Closed,22
1614,29,Cloud Architect,IT,Contract,"Boston, MA",High,8,118.62,82.39,2022-12-28,2023-02-20,Filled,9
1615,4,RN - ER,Healthcare,Contract,"Dallas, TX",Medium,9,50.24,36.49,2024-03-11,2024-04-17,Open,7
1616,8,RN - ER,Healthcare,Contract,"Philadelphia, PA",Medium,9,61.26,43.37,2024-02-27,2024-03-29,Open,19
1617,23,LPN,Healthcare,Contract,"Portland, OR",Medium,5,101.54,73.61,2022-10-10,2023-01-09,Open,16
1618,29,Network Engineer,IT,Contract,"Orlando, FL",Low,9,51.37,36.14,2023-01-29,2023-03-28,Open,4
1619,47,Cloud Architect,IT,Contract,"Seattle, WA",Medium,7,91.76,68.73,2023-11-06,2024-02-10,Open,3
1620,7,Clinical Data Manager,Pharma,Contract,"Chicago, IL",Low,10,121.9,85.97,2024-02-15,2024-06-09,Closed,17
1621,12,Actuary,Insurance,Contract-to-Hire,"Austin, TX",Low,7,128.2,87.22,2022-12-02,2023-03-30,Closed,11
1622,31,Java Developer,IT,Contract,"Newark, NJ",Medium,5,64.99,48.95,2024-02-22,2024-05-16,Closed,7
1623,26,Financial Analyst,Finance,Permanent,"McLean, VA",Medium,10,0.0,107391.18,2022-04-09,2022-06-26,Open,8
1624,3,SQL Developer,IT,Contract,"Columbus, OH",High,7,78.55,59.38,2022-12-08,2023-03-11,Closed,1
1625,5,Compliance Officer,Finance,Contract,"Philadelphia, PA",Medium,7,95.21,66.05,2022-02-14,2022-04-11,Closed,24
1626,7,.NET Developer,IT,Permanent,"Los Angeles, CA",High,6,0.0,98096.09,2022-08-15,2022-10-11,Open,2
1627,1,Cloud Architect,IT,Permanent,"Seattle, WA",Medium,4,0.0,95685.36,2023-10-21,2024-02-03,Open,11
1628,16,Actuary,Insurance,Permanent,"Seattle, WA",Low,4,0.0,73908.43,2024-03-21,2024-07-05,Open,16
1629,18,Compliance Officer,Finance,Permanent,"Baltimore, MD",Medium,4,0.0,77527.83,2023-12-14,2024-01-13,Filled,11
1630,6,DevOps Engineer,IT,Permanent,"Detroit, MI",Medium,6,0.0,108715.94,2022-10-12,2022-11-11,Open,25
1631,36,LPN,Healthcare,Contract,"Nashville, TN",Medium,4,52.15,35.97,2023-08-09,2023-09-10,Open,6
1632,48,Network Engineer,IT,Contract,"New York, NY",Medium,8,108.6,75.97,2022-07-22,2022-09-06,Open,22
1633,15,LPN,Healthcare,Permanent,"San Jose, CA",Medium,5,0.0,75088.63,2024-01-14,2024-03-10,Filled,5
1634,5,Compliance Officer,Finance,Contract,"McLean, VA",High,7,87.9,59.84,2022-02-05,2022-05-14,Open,3
1635,11,Credit Analyst,Finance,Contract,"Philadelphia, PA",High,5,55.86,40.3,2022-08-23,2022-12-20,Closed,23
1636,44,Pharmacy Tech,Healthcare,Permanent,"Detroit, MI",Medium,3,0.0,136247.52,2023-08-23,2023-11-03,Closed,18
1637,37,Risk Analyst,Finance,Contract,"Phoenix, AZ",Medium,6,126.29,91.24,2024-03-24,2024-06-18,Open,20
1638,47,Cybersecurity Analyst,IT,Contract,"Baltimore, MD",High,10,65.7,46.62,2023-07-03,2023-09-30,Open,23
1639,4,Data Engineer,IT,Contract,"San Jose, CA",Medium,10,108.96,79.91,2023-07-28,2023-10-27,Open,2
1640,12,Medical Coder,Healthcare,Permanent,"Los Angeles, CA",Low,10,0.0,130684.93,2022-09-04,2022-10-10,Closed,3
1641,35,Network Engineer,IT,Permanent,"Miami, FL",Medium,5,0.0,71267.59,2023-07-05,2023-08-15,Open,18
1642,12,Data Engineer,IT,Contract,"New York, NY",High,9,84.22,64.43,2022-05-24,2022-07-21,Open,20
1643,5,LPN,Healthcare,Contract-to-Hire,"Newark, NJ",Medium,3,107.67,79.1,2024-02-18,2024-04-29,Open,11
1644,3,Java Developer,IT,Contract,"Portland, OR",High,6,112.4,85.15,2022-01-25,2022-02-27,Open,25
1645,41,Accounting Manager,Finance,Permanent,"Portland, OR",High,8,0.0,71079.74,2022-07-14,2022-10-13,Closed,21
1646,4,Business Analyst,IT,Permanent,"Los Angeles, CA",Medium,2,0.0,66938.09,2022-12-28,2023-03-08,Closed,21
1647,49,React Developer,IT,Contract,"Los Angeles, CA",Low,9,70.86,48.79,2023-09-07,2023-12-31,Filled,10
1648,34,Physical Therapist,Healthcare,Contract,"Atlanta, GA",High,6,62.05,47.31,2023-05-29,2023-09-15,Filled,16
1649,33,Python Developer,IT,Contract-to-Hire,"Dallas, TX",Medium,4,87.39,59.81,2022-01-03,2022-04-27,Filled,12
1650,22,Financial Analyst,Finance,Contract,"Miami, FL",Medium,10,78.92,57.74,2022-06-03,2022-08-23,Open,8
1651,10,RN - ER,Healthcare,Contract,"McLean, VA",Medium,5,90.93,70.84,2023-11-09,2023-12-15,Open,19
1652,47,RN - ICU,Healthcare,Contract,"Orlando, FL",High,4,94.2,64.43,2022-02-24,2022-05-17,Filled,20
1653,40,Supply Chain Analyst,Logistics,Permanent,"McLean, VA",Low,9,0.0,99501.77,2024-03-16,2024-04-17,Open,5
1654,4,.NET Developer,IT,Contract,"Boston, MA",High,9,114.16,88.22,2022-09-16,2022-12-22,Closed,24
1655,17,Java Developer,IT,Contract,"Columbus, OH",High,9,126.97,94.51,2023-05-01,2023-08-02,Open,13
1656,49,Compliance Officer,Finance,Contract,"Seattle, WA",High,3,92.27,63.34,2022-09-06,2022-10-25,Filled,20
1657,19,Risk Analyst,Finance,Contract,"Minneapolis, MN",Medium,5,91.74,68.3,2024-01-19,2024-03-28,Open,1
1658,27,Network Engineer,IT,Contract,"Miami, FL",High,5,79.46,59.8,2023-03-18,2023-05-14,Open,3
1659,3,LPN,Healthcare,Contract-to-Hire,"Boston, MA",Medium,5,73.33,57.07,2022-06-10,2022-08-24,Open,6
1660,15,RN - ICU,Healthcare,Contract,"Atlanta, GA",High,8,77.19,57.76,2022-07-16,2022-08-17,Filled,10
1661,18,RN - ER,Healthcare,Contract,"Miami, FL",High,2,91.04,70.65,2023-06-02,2023-07-04,Open,8
1662,45,Pharmacy Tech,Healthcare,Permanent,"Seattle, WA",Medium,10,0.0,103906.02,2022-12-06,2023-01-22,Open,22
1663,22,Compliance Officer,Finance,Contract,"Atlanta, GA",High,4,73.18,54.44,2022-09-02,2022-10-28,Open,7
1664,34,Mechanical Engineer,Manufacturing,Contract,"San Jose, CA",High,2,96.97,74.51,2023-02-09,2023-04-08,Open,4
1665,39,Compliance Officer,Finance,Contract-to-Hire,"San Jose, CA",Low,4,92.1,69.27,2023-07-12,2023-08-17,Open,19
1666,41,.NET Developer,IT,Contract,"Nashville, TN",High,7,89.41,62.0,2022-11-27,2023-01-24,Open,24
1667,6,.NET Developer,IT,Permanent,"Orlando, FL",Medium,2,0.0,122101.52,2024-02-16,2024-04-27,Filled,17
1668,27,Supply Chain Analyst,Logistics,Permanent,"Miami, FL",High,4,0.0,119021.46,2022-01-09,2022-02-09,Open,1
1669,7,Clinical Data Manager,Pharma,Contract,"Los Angeles, CA",High,4,112.29,77.62,2023-09-04,2023-12-10,Filled,11
1670,41,Physical Therapist,Healthcare,Contract-to-Hire,"Phoenix, AZ",High,10,71.11,50.37,2022-05-03,2022-07-25,Open,13
1671,40,Business Analyst,IT,Contract,"Atlanta, GA",High,9,60.71,41.63,2023-09-11,2023-10-20,Closed,10
1672,35,DevOps Engineer,IT,Contract,"Orlando, FL",Low,3,68.07,48.99,2022-12-18,2023-01-20,Filled,7
1673,47,Salesforce Developer,IT,Contract,"Miami, FL",High,8,125.33,92.83,2022-06-01,2022-07-10,Open,11
1674,27,SQL Developer,IT,Contract,"Portland, OR",High,9,57.38,44.38,2024-02-03,2024-04-10,Closed,14
1675,3,Accounting Manager,Finance,Contract,"Charlotte, NC",Medium,7,100.44,76.11,2022-09-01,2022-12-03,Filled,24
1676,34,Python Developer,IT,Contract,"Baltimore, MD",High,1,59.32,41.1,2022-01-19,2022-02-23,Closed,7
1677,25,Business Analyst,IT,Contract-to-Hire,"Baltimore, MD",High,8,120.76,83.18,2022-01-28,2022-04-17,Open,11
1678,14,Accounting Manager,Finance,Contract,"Seattle, WA",High,7,126.22,95.52,2022-12-15,2023-02-28,Closed,18
1679,28,Salesforce Developer,IT,Permanent,"Nashville, TN",Low,3,0.0,73158.03,2023-05-12,2023-08-04,Closed,7
1680,17,Medical Coder,Healthcare,Contract,"Chicago, IL",High,9,109.97,75.22,2022-11-08,2023-02-16,Filled,25
1681,22,Cybersecurity Analyst,IT,Contract,"Columbus, OH",High,7,68.99,52.87,2024-01-25,2024-05-01,Open,7
1682,42,Network Engineer,IT,Contract,"San Jose, CA",Medium,1,99.16,68.66,2023-11-15,2024-01-31,Closed,2
1683,24,Medical Coder,Healthcare,Permanent,"Houston, TX",Medium,10,0.0,108563.27,2024-04-02,2024-06-08,Open,1
1684,29,Compliance Officer,Finance,Contract,"Baltimore, MD",Low,10,96.63,67.31,2023-09-05,2024-01-03,Filled,25
1685,37,Radiologist Technician,Healthcare,Contract-to-Hire,"Columbus, OH",Low,8,119.57,89.16,2023-10-20,2024-02-04,Open,17
1686,10,React Developer,IT,Permanent,"Detroit, MI",Low,4,0.0,123764.81,2023-01-29,2023-05-20,Open,11
1687,7,Clinical Data Manager,Pharma,Contract,"Atlanta, GA",High,3,51.7,37.74,2023-08-07,2023-11-24,Open,4
1688,50,Salesforce Developer,IT,Contract,"Philadelphia, PA",Low,1,73.55,51.05,2023-02-18,2023-05-31,Filled,20
1689,2,Compliance Officer,Finance,Permanent,"Boston, MA",Medium,7,0.0,100473.32,2023-10-18,2023-12-02,Open,21
1690,12,LPN,Healthcare,Contract,"Newark, NJ",Low,4,74.76,57.89,2022-08-22,2022-11-26,Open,22
1691,39,Risk Analyst,Finance,Contract,"Miami, FL",Low,1,102.02,78.54,2022-05-22,2022-09-13,Open,1
1692,23,Telecom Engineer,Telecom,Contract-to-Hire,"Los Angeles, CA",Low,7,120.98,83.69,2023-12-13,2024-03-24,Open,1
1693,10,Pharmacy Tech,Healthcare,Contract-to-Hire,"Minneapolis, MN",Medium,2,97.24,69.61,2022-05-31,2022-08-24,Closed,13
1694,25,Clinical Data Manager,Pharma,Contract,"New York, NY",Medium,7,82.55,56.73,2022-01-16,2022-04-27,Open,22
1695,44,Mechanical Engineer,Manufacturing,Contract,"Charlotte, NC",High,5,111.32,84.68,2023-08-09,2023-10-21,Open,25
1696,26,Cloud Architect,IT,Permanent,"Detroit, MI",Low,5,0.0,76171.4,2024-03-26,2024-06-03,Open,1
1697,11,Mechanical Engineer,Manufacturing,Contract-to-Hire,"Minneapolis, MN",Low,7,110.19,74.94,2023-06-11,2023-09-04,Filled,3
1698,8,Python Developer,IT,Contract-to-Hire,"Minneapolis, MN",Medium,1,90.31,62.09,2022-07-17,2022-11-02,Open,3
1699,34,RN - ICU,Healthcare,Contract,"Atlanta, GA",High,6,98.97,70.06,2023-10-07,2024-01-22,Open,15
