activity_id,recruiter_id,activity_date,calls_made,emails_sent,submissions,interviews_scheduled,placements
8578,23,2024-02-05,16,20,6,0,2
8579,23,2022-06-20,21,26,8,3,2
8580,23,2022-08-01,41,65,5,1,1
8581,23,2022-03-21,19,39,2,2,1
8582,23,2023-11-13,28,62,4,5,1
8583,23,2022-01-17,31,23,7,0,0
8584,23,2022-11-21,10,69,7,2,1
8585,23,2022-04-25,41,68,3,4,0
8586,23,2023-10-16,16,70,8,1,2
8587,23,2024-05-13,19,48,0,4,0
8588,23,2024-05-27,37,20,6,1,0
8589,23,2024-04-15,20,69,1,3,1
8590,23,2023-12-11,43,69,5,2,0
8591,23,2022-11-14,14,41,1,5,0
8592,23,2024-03-04,23,58,1,2,2
8593,23,2022-11-21,34,64,1,1,1
8594,23,2022-05-30,27,36,5,0,1
8595,23,2023-07-03,17,67,3,4,2
8596,23,2022-03-21,44,33,1,2,2
8597,23,2023-11-27,12,42,7,2,2
8598,23,2024-01-29,39,20,2,2,0
8599,23,2024-04-15,14,39,3,5,1
8600,23,2022-05-30,19,49,3,3,2
8601,23,2023-04-10,40,54,6,1,0
8602,23,2023-01-02,30,52,7,0,0
8603,23,2023-08-21,31,24,1,4,0
8604,23,2024-01-08,22,34,2,1,0
8605,23,2023-01-16,42,48,1,5,2
8606,23,2023-09-25,39,36,0,3,1
8607,23,2024-04-29,45,51,3,1,1
8608,23,2023-05-29,38,36,0,0,0
8609,23,2024-03-11,29,51,1,1,2
8610,23,2022-07-11,39,55,7,0,1
8611,23,2023-06-05,31,51,5,0,2
8612,23,2023-04-17,40,38,6,3,0
8613,23,2022-08-29,21,43,8,1,1
8614,23,2023-10-16,17,55,0,0,0
8615,23,2023-02-13,19,64,6,1,0
8616,23,2024-01-08,35,30,3,1,0
8617,23,2022-11-28,13,42,1,1,2
8618,23,2022-04-04,30,35,4,5,1
8619,23,2022-12-05,32,30,8,4,2
8620,23,2023-01-09,20,34,0,2,0
8621,23,2024-03-11,45,23,7,1,2
8622,23,2022-05-30,33,34,6,4,1
8623,23,2022-08-08,25,41,7,4,1
8624,23,2022-10-24,24,45,8,1,0
8625,23,2022-05-16,22,24,2,4,1
8626,23,2022-05-30,12,27,4,5,1
8627,23,2022-02-28,16,70,8,1,1
8628,23,2023-10-30,41,41,1,5,2
8629,23,2023-02-27,44,32,7,2,2
8630,23,2024-04-29,35,25,3,0,2
8631,23,2024-05-06,25,28,2,2,2
8632,23,2023-01-23,11,69,2,1,1
8633,23,2022-01-03,34,42,2,2,0
8634,23,2022-10-31,34,20,0,2,0
8635,23,2024-02-12,20,48,1,0,1
8636,23,2024-01-01,39,45,6,1,2
8637,23,2022-08-29,14,31,4,1,0
8638,23,2023-01-02,32,42,7,4,0
8639,23,2024-01-22,25,22,5,2,1
8640,23,2022-06-13,30,38,2,5,1
8641,23,2022-05-02,34,47,7,3,0
8642,23,2022-04-18,37,64,8,5,1
8643,23,2023-12-18,14,46,2,4,2
8644,23,2024-06-10,35,27,4,2,2
8645,23,2022-05-30,13,23,6,1,0
8646,23,2022-07-18,42,64,2,4,1
8647,23,2022-08-22,37,65,4,3,2
8648,23,2022-09-26,25,24,4,2,2
8649,23,2024-01-15,35,31,4,5,2
8650,23,2024-01-22,36,61,3,1,2
8651,23,2022-01-17,17,33,0,4,2
8652,23,2022-08-01,15,46,5,2,2
8653,23,2022-09-05,33,42,6,2,1
8654,23,2022-08-01,12,70,3,4,0
8655,23,2022-09-12,36,43,3,0,0
8656,23,2023-08-28,25,35,5,1,2
8657,23,2022-09-12,34,42,4,4,0
8658,23,2022-01-03,13,37,6,1,0
8659,23,2023-04-17,19,32,7,2,1
8660,23,2023-08-28,19,48,1,3,2
8661,23,2023-01-23,15,65,2,0,2
8662,23,2022-02-28,29,41,0,1,1
8663,23,2022-12-19,17,22,8,5,0
8664,23,2024-01-01,25,38,0,2,0
8665,23,2024-02-12,24,34,8,3,0
8666,23,2023-09-18,25,45,7,2,1
8667,23,2024-01-22,43,44,7,1,1
8668,23,2022-07-18,33,37,6,3,0
8669,23,2024-01-01,21,24,3,4,2
8670,23,2023-06-19,42,32,0,1,2
8671,23,2023-01-30,27,33,3,5,0
8672,23,2023-12-25,30,61,3,4,2
8673,23,2022-07-11,20,64,7,5,1
8674,23,2023-08-14,33,22,8,1,2
8675,23,2022-11-07,41,56,8,0,1
8676,23,2023-12-11,29,39,5,4,1
8677,23,2023-03-27,45,68,1,4,1
8678,23,2022-06-27,37,27,8,5,2
8679,23,2023-01-23,25,41,0,3,0
8680,23,2022-05-30,32,55,1,3,2
8681,23,2022-03-28,17,61,7,5,0
8682,23,2023-08-07,13,48,4,1,2
8683,23,2023-12-25,28,36,1,0,1
8684,23,2023-07-03,30,45,0,4,0
8685,23,2024-04-01,19,66,0,4,0
8686,23,2024-05-06,24,34,3,5,0
8687,23,2023-01-09,13,59,5,3,0
8688,23,2022-10-17,31,61,8,0,0
8689,23,2023-09-25,21,42,8,5,2
8690,23,2023-06-05,41,70,8,5,2
8691,23,2023-02-06,25,35,3,1,0
8692,23,2022-06-13,32,60,1,3,0
8693,23,2022-10-31,27,48,6,2,1
8694,23,2022-08-01,27,55,6,1,2
8695,23,2022-05-23,34,58,8,3,2
8696,23,2022-11-21,20,52,0,3,0
8697,23,2022-09-12,25,55,4,1,1
8698,23,2022-11-14,22,45,2,0,2
8699,23,2024-05-06,43,29,3,5,1
8700,23,2024-03-11,37,63,2,2,0
8701,23,2022-01-31,18,26,0,1,1
8702,23,2022-01-03,37,65,6,0,2
8703,23,2023-03-27,34,46,5,4,1
8704,23,2022-12-12,40,29,0,0,2
8705,23,2022-04-25,11,50,2,5,2
8706,23,2023-01-02,37,28,0,4,2
8707,23,2022-05-30,44,46,1,5,2
8708,23,2024-04-22,19,23,6,4,2
8709,23,2023-09-04,27,38,6,0,0
8710,23,2024-05-27,24,58,5,2,0
8711,23,2023-10-09,26,22,7,2,2
8712,23,2022-11-07,24,33,5,1,1
8713,23,2024-04-08,39,28,7,4,0
8714,23,2022-03-07,27,59,0,3,0
8715,23,2023-10-16,19,35,7,2,0
8716,23,2023-10-09,44,53,2,3,2
8717,23,2023-02-20,19,53,3,1,2
8718,23,2022-05-30,38,42,3,4,1
8719,23,2022-10-03,20,22,3,3,0
8720,23,2023-04-17,23,25,0,3,0
8721,23,2022-05-30,30,48,4,3,0
8722,23,2022-03-21,12,61,2,0,2
8723,23,2022-05-16,43,69,8,2,2
8724,23,2023-08-28,13,39,3,2,2
8725,23,2022-02-07,38,22,2,1,1
8726,23,2022-03-07,29,51,8,5,0
8727,23,2023-06-12,36,30,3,4,0
8728,23,2022-07-25,43,41,0,0,0
8729,23,2024-03-18,31,33,3,0,2
8730,23,2023-10-30,22,63,3,0,1
8731,23,2022-04-04,16,70,0,5,2
8732,23,2022-04-11,40,49,2,0,1
8733,23,2022-03-07,17,61,6,5,0
8734,23,2022-03-21,31,68,0,4,1
8735,23,2022-02-07,19,49,5,3,2
8736,23,2023-10-16,42,54,2,2,1
8737,23,2023-12-25,32,61,2,1,0
8738,23,2023-05-08,42,47,5,4,1
8739,23,2024-05-06,43,55,3,3,1
8740,23,2024-04-29,25,32,3,0,2
8741,23,2022-12-05,38,31,6,5,0
8742,23,2024-02-26,45,28,2,4,1
8743,23,2022-08-01,30,70,7,0,2
8744,23,2023-03-27,33,68,2,4,0
8745,23,2024-06-24,10,50,7,0,2
8746,23,2022-12-05,39,66,7,1,0
8747,23,2022-02-28,20,20,0,0,0
8748,23,2022-05-09,45,54,6,5,1
8749,23,2023-08-07,31,57,4,0,0
8750,23,2022-09-19,24,29,1,1,0
8751,23,2022-11-28,42,25,2,0,2
8752,23,2023-11-06,23,50,3,2,1
8753,23,2022-01-31,27,53,2,5,1
8754,23,2022-07-25,16,55,1,1,1
8755,23,2022-04-11,27,25,0,3,2
8756,23,2023-12-18,34,54,2,3,2
8757,23,2022-07-04,32,45,7,1,2
8758,23,2022-09-05,22,67,2,0,2
8759,23,2022-04-11,32,26,2,4,0
8760,23,2024-02-26,38,63,4,5,0
8761,23,2023-03-06,18,69,8,5,1
8762,23,2022-01-03,13,57,5,4,0
8763,23,2022-05-02,31,57,6,0,0
8764,23,2023-01-09,22,49,0,4,0
8765,23,2023-06-26,29,50,8,5,0
8766,23,2023-10-02,12,29,5,3,2
8767,23,2023-07-03,43,62,4,1,0
8768,23,2022-05-16,43,20,8,1,1
8769,23,2024-01-01,30,51,2,3,1
8770,23,2024-03-18,12,52,2,3,0
8771,23,2022-01-03,26,31,2,4,2
8772,23,2023-01-23,30,61,4,3,0
8773,23,2022-03-28,27,56,4,1,0
8774,23,2022-05-16,32,61,1,5,0
8775,23,2024-02-12,23,54,8,5,2
8776,23,2023-01-23,10,59,6,0,0
8777,23,2022-01-10,18,31,2,5,2
8778,23,2023-01-09,15,41,4,0,2
8779,23,2023-03-13,38,65,0,0,1
8780,23,2022-12-12,13,64,1,0,0
8781,23,2022-03-21,28,67,2,1,2
8782,23,2024-02-19,36,27,2,5,2
8783,23,2022-01-17,28,30,7,4,0
8784,23,2022-01-10,34,66,6,5,0
8785,23,2022-01-31,27,56,3,3,0
8786,23,2024-01-08,41,39,1,5,1
8787,23,2022-07-04,17,58,4,0,1
8788,23,2023-03-20,40,55,5,2,1
8789,23,2022-08-29,41,69,1,5,2
8790,23,2022-01-10,28,40,1,5,1
8791,23,2023-07-31,36,33,1,0,1
8792,23,2024-01-22,27,59,2,0,1
8793,23,2022-03-21,31,65,6,1,1
8794,23,2024-03-04,19,45,7,5,1
8795,23,2024-05-13,34,69,6,2,2
8796,23,2022-11-14,14,47,0,1,0
8797,23,2022-06-27,15,38,7,4,2
8798,23,2023-02-13,25,39,4,2,2
8799,23,2023-05-01,15,55,5,1,2
8800,23,2022-04-11,32,25,7,0,2
8801,23,2024-05-20,32,29,6,1,0
8802,23,2023-11-06,42,62,4,2,0
8803,23,2022-11-07,45,48,6,0,2
8804,23,2023-05-01,34,26,5,0,0
8805,23,2023-03-13,27,26,5,5,0
8806,23,2023-03-06,31,31,3,2,0
8807,23,2022-07-04,38,21,8,4,2
8808,23,2023-03-27,39,22,4,3,2
8809,23,2024-03-04,24,57,1,1,2
8810,23,2024-02-12,31,20,3,2,0
8811,23,2022-09-26,44,55,2,5,0
8812,23,2022-06-13,41,70,0,3,1
8813,23,2023-08-21,12,42,1,3,0
8814,23,2022-04-18,23,45,3,2,1
8815,23,2022-05-09,12,22,4,3,0
8816,23,2022-02-21,29,20,0,2,1
8817,23,2022-04-04,29,59,4,2,0
8818,23,2024-02-26,35,21,3,3,1
8819,23,2023-02-20,18,60,2,4,1
8820,23,2024-03-18,42,32,1,4,1
8821,23,2023-05-01,10,37,5,0,2
8822,23,2022-08-01,16,54,5,0,1
8823,23,2022-12-26,45,69,2,0,0
8824,23,2024-01-29,41,23,6,1,1
8825,23,2022-08-15,27,30,4,1,0
8826,23,2023-10-16,42,50,3,1,0
8827,23,2023-07-17,43,42,0,5,2
8828,23,2022-12-05,44,65,8,2,1
8829,23,2022-10-03,24,47,4,2,1
8830,23,2024-01-08,39,53,6,5,0
8831,23,2022-05-30,45,33,5,0,2
8832,23,2022-10-10,40,47,2,0,1
8833,23,2023-12-25,37,50,2,3,2
8834,23,2022-12-12,16,58,0,3,0
8835,23,2023-08-14,19,69,1,1,2
8836,23,2022-05-30,21,56,2,2,1
8837,23,2023-11-27,11,47,0,3,1
8838,23,2023-05-08,11,36,5,2,2
8839,23,2023-04-17,29,56,8,3,0
8840,23,2023-06-05,15,57,4,2,1
8841,23,2022-09-12,11,23,2,5,2
8842,23,2023-07-31,44,56,6,4,2
8843,24,2022-05-02,40,63,2,3,2
8844,24,2023-07-17,30,63,8,0,2
8845,24,2022-06-06,23,29,0,1,2
8846,24,2022-03-07,36,57,0,2,2
8847,24,2024-01-15,15,27,6,4,2
8848,24,2024-01-15,12,29,5,0,2
8849,24,2022-09-12,12,66,0,4,0
8850,24,2023-01-02,17,69,3,4,1
8851,24,2022-06-06,40,36,0,5,0
8852,24,2023-06-05,37,46,3,4,1
8853,24,2023-01-02,29,31,1,3,0
8854,24,2023-08-07,14,49,7,3,0
8855,24,2023-05-15,41,42,2,4,2
8856,24,2023-02-06,11,28,6,5,0
8857,24,2024-01-01,38,35,0,3,1
8858,24,2022-12-19,34,70,6,1,0
8859,24,2022-05-16,39,62,0,2,1
8860,24,2022-05-09,41,66,5,4,0
8861,24,2022-11-21,38,70,3,3,0
8862,24,2023-02-06,40,36,3,2,1
8863,24,2022-05-09,38,26,2,4,0
8864,24,2022-04-25,17,25,6,5,2
8865,24,2022-05-02,27,36,1,2,1
8866,24,2023-09-11,39,47,0,5,1
8867,24,2023-10-16,40,24,2,4,2
8868,24,2022-06-27,10,46,6,5,2
8869,24,2023-07-24,39,64,3,2,1
8870,24,2022-12-19,11,47,2,5,2
8871,24,2023-01-09,40,41,8,1,1
8872,24,2024-01-08,26,51,7,2,1
8873,24,2023-08-07,11,61,5,4,1
8874,24,2022-03-21,14,29,3,0,2
8875,24,2024-06-17,42,25,5,1,1
8876,24,2022-02-14,40,25,5,3,0
8877,24,2022-03-07,37,36,3,4,0
8878,24,2023-05-22,40,39,0,0,1
8879,24,2023-08-28,40,25,1,1,1
8880,24,2023-10-23,36,38,3,3,2
8881,24,2024-02-05,37,29,5,1,0
8882,24,2022-12-05,17,26,3,4,0
8883,24,2024-01-22,40,34,1,3,0
8884,24,2022-08-15,45,43,1,3,0
8885,24,2022-06-13,30,52,8,1,0
8886,24,2023-08-21,21,57,1,2,0
8887,24,2022-12-05,10,35,1,4,1
8888,24,2022-11-14,24,65,7,5,1
8889,24,2022-07-04,30,59,2,2,0
8890,24,2023-01-23,44,47,1,0,1
8891,24,2022-06-20,39,61,2,2,2
8892,24,2023-12-25,13,26,0,5,2
8893,24,2023-12-11,27,36,8,5,2
8894,24,2022-12-19,23,58,3,3,2
8895,24,2022-05-23,42,70,1,1,0
8896,24,2023-06-19,23,36,2,0,2
8897,24,2024-05-13,35,55,3,2,1
8898,24,2023-08-28,33,37,1,5,1
8899,24,2023-04-24,10,24,1,2,0
8900,24,2022-03-21,31,36,6,2,2
8901,24,2023-08-14,35,59,1,1,1
8902,24,2023-03-27,26,34,7,1,0
8903,24,2023-08-14,13,24,4,2,1
8904,24,2023-12-25,23,38,4,2,2
8905,24,2023-03-27,36,25,6,4,0
8906,24,2023-12-04,23,38,6,3,1
8907,24,2022-05-16,40,21,5,5,2
8908,24,2023-02-13,18,45,8,5,1
8909,24,2022-04-18,44,52,6,4,0
8910,24,2022-01-24,40,67,2,5,0
8911,24,2023-03-20,45,64,1,2,0
8912,24,2024-01-08,38,68,5,4,2
8913,24,2023-08-07,42,67,7,0,0
8914,24,2024-02-26,14,55,2,1,0
8915,24,2023-12-04,19,33,2,4,1
8916,24,2022-10-10,24,41,3,5,1
8917,24,2022-09-05,20,44,5,3,0
8918,24,2023-05-08,26,64,6,5,2
8919,24,2023-02-13,31,63,8,3,0
8920,24,2022-08-01,22,50,6,3,1
8921,24,2022-08-22,17,28,4,0,0
8922,24,2022-03-28,22,67,1,5,1
8923,24,2022-02-21,27,21,0,4,0
8924,24,2022-07-11,12,56,6,5,0
8925,24,2022-10-10,14,28,4,1,2
8926,24,2022-05-02,12,46,3,3,0
8927,24,2024-01-08,13,70,6,3,1
8928,24,2022-08-01,10,44,6,3,1
8929,24,2024-05-20,23,46,3,4,1
8930,24,2022-06-13,10,21,1,4,0
8931,24,2022-10-24,33,57,3,3,2
8932,24,2022-02-21,35,25,6,1,2
8933,24,2023-09-25,19,37,0,3,2
8934,24,2022-05-30,24,67,6,2,2
8935,24,2022-12-19,36,43,7,4,2
8936,24,2022-11-07,25,65,6,2,1
8937,24,2022-03-28,10,65,8,2,0
8938,24,2022-01-31,25,66,1,5,1
8939,24,2024-04-08,13,24,3,0,2
8940,24,2022-08-29,37,64,1,4,0
8941,24,2023-07-03,17,70,8,0,0
8942,24,2022-08-15,31,63,1,1,2
8943,24,2022-03-07,40,45,6,4,1
8944,24,2024-06-10,30,29,7,0,1
8945,24,2022-03-28,15,64,3,5,0
8946,24,2024-05-27,39,69,6,2,0
8947,24,2024-06-10,12,38,4,0,0
8948,24,2022-05-02,44,20,5,4,1
8949,24,2022-04-11,24,26,1,2,2
8950,24,2022-10-10,16,42,8,2,1
8951,24,2024-06-17,20,53,5,4,1
8952,24,2022-10-31,44,43,0,3,2
8953,24,2022-06-13,11,59,8,3,0
8954,24,2023-08-28,44,38,8,4,2
8955,24,2022-08-01,36,20,3,2,2
8956,24,2023-06-12,44,59,3,3,2
8957,24,2023-05-29,35,29,4,4,2
8958,24,2023-04-24,10,27,0,0,2
8959,24,2023-12-25,11,55,4,5,1
8960,24,2024-06-24,10,40,1,3,0
8961,24,2023-08-28,16,55,6,0,1
8962,24,2024-01-08,27,55,0,3,1
8963,24,2022-08-22,19,38,8,4,0
8964,24,2023-11-06,12,27,3,2,1
8965,24,2022-11-28,19,39,0,5,1
8966,24,2022-03-14,10,37,4,1,0
8967,24,2023-01-02,29,40,4,3,1
8968,24,2022-01-24,19,37,3,1,2
8969,24,2023-06-19,37,39,5,5,0
8970,24,2024-04-22,12,53,2,0,2
8971,24,2023-09-04,21,35,2,1,0
8972,24,2024-04-15,34,58,4,1,1
8973,24,2024-03-25,22,36,2,1,1
8974,24,2022-08-29,27,62,1,2,1
8975,24,2023-02-20,15,22,2,3,1
8976,24,2022-04-04,30,45,3,5,1
8977,24,2023-09-25,35,36,0,1,1
8978,24,2022-09-26,11,52,8,3,2
8979,24,2024-03-04,19,20,3,1,0
8980,24,2022-01-24,34,69,5,2,2
8981,24,2023-10-23,31,35,7,1,0
8982,24,2022-07-25,25,65,2,5,2
8983,24,2022-08-15,40,34,5,0,2
8984,24,2022-06-20,45,20,4,3,1
8985,24,2024-02-26,20,23,2,2,1
8986,24,2022-07-25,33,66,7,0,1
8987,24,2023-11-27,17,30,8,5,0
8988,24,2022-05-16,41,26,2,0,0
8989,24,2023-07-24,40,61,3,5,2
8990,24,2022-09-19,12,46,2,0,0
8991,24,2022-06-20,15,20,4,5,2
8992,24,2023-11-06,37,39,7,0,1
8993,24,2022-05-09,43,32,7,3,0
8994,24,2022-11-07,32,38,7,0,2
8995,24,2022-02-28,44,68,1,1,0
8996,24,2023-11-20,16,26,8,0,1
8997,24,2024-05-13,29,26,0,5,2
8998,24,2023-07-31,11,39,4,1,2
8999,24,2023-02-20,37,23,5,0,2
9000,24,2022-01-31,32,69,2,2,2
9001,24,2023-07-17,44,28,8,4,1
9002,24,2023-01-09,32,63,7,4,2
9003,24,2023-05-29,10,29,3,4,0
9004,24,2024-03-18,35,32,4,0,1
9005,24,2022-05-23,10,54,3,0,2
9006,24,2022-02-21,18,30,3,1,0
9007,24,2022-11-28,28,46,5,3,2
9008,24,2022-04-04,20,67,2,0,1
9009,24,2024-06-03,27,23,4,1,0
9010,24,2024-03-11,30,42,0,0,1
9011,24,2022-08-01,21,29,2,4,0
9012,24,2023-01-02,44,61,7,1,2
9013,24,2023-04-17,32,36,8,3,1
9014,24,2022-10-10,23,63,2,4,0
9015,24,2023-02-13,39,56,1,2,2
9016,24,2022-12-05,44,64,1,1,2
9017,24,2023-02-13,28,67,0,0,1
9018,24,2024-05-20,42,30,1,1,2
9019,24,2023-05-08,22,22,7,2,2
9020,24,2022-06-20,44,33,7,5,2
9021,24,2024-04-22,29,56,7,1,2
9022,24,2022-10-10,36,57,6,5,0
9023,24,2022-01-03,19,40,3,2,1
9024,24,2024-06-10,32,28,3,4,2
9025,24,2023-04-24,31,57,8,2,0
9026,24,2023-07-03,45,48,3,1,1
9027,24,2022-04-18,31,60,0,5,0
9028,24,2022-06-06,12,41,7,1,2
9029,24,2022-05-16,32,22,6,4,1
9030,24,2022-02-14,20,30,6,4,1
9031,24,2022-06-13,25,47,1,2,1
9032,24,2024-03-11,24,66,6,4,1
9033,24,2024-06-03,23,38,4,2,2
9034,24,2023-10-09,34,28,5,0,0
9035,24,2023-07-31,10,54,6,0,1
9036,24,2022-07-04,45,23,8,5,2
9037,24,2023-09-04,17,43,8,2,2
9038,24,2022-10-31,25,41,0,1,2
9039,24,2024-03-18,16,64,6,4,2
9040,24,2022-05-16,29,46,2,4,2
9041,24,2023-03-06,11,28,0,4,2
9042,24,2023-01-09,21,65,8,2,0
9043,24,2024-06-17,10,68,3,5,0
9044,24,2023-06-19,35,33,7,4,0
9045,24,2023-05-01,40,55,1,0,1
9046,24,2022-09-12,14,65,1,0,2
9047,24,2023-09-11,34,46,4,4,1
9048,24,2024-05-13,40,20,2,1,2
9049,24,2022-05-02,41,61,1,1,1
9050,24,2022-03-28,17,68,1,5,2
9051,24,2024-04-08,19,35,7,5,0
9052,24,2022-11-28,33,20,5,4,1
9053,24,2023-07-17,33,31,7,4,2
9054,24,2022-04-04,15,51,6,0,2
9055,24,2022-12-26,28,67,2,3,2
9056,24,2022-08-01,22,49,1,5,2
9057,24,2023-02-06,28,48,8,0,2
9058,24,2022-03-07,31,23,2,2,1
9059,24,2023-03-27,33,47,5,5,2
9060,24,2023-01-16,17,61,4,5,0
9061,24,2024-01-08,21,24,8,2,2
9062,24,2023-11-27,35,49,0,5,1
9063,24,2022-02-21,10,31,0,4,2
9064,24,2022-12-26,35,62,3,3,0
9065,24,2023-02-20,16,26,2,2,1
9066,24,2023-10-09,22,53,0,4,0
9067,24,2023-10-02,43,52,4,4,2
9068,24,2022-04-11,41,70,7,2,1
9069,24,2023-03-27,29,39,1,0,1
9070,24,2022-03-07,38,36,0,5,1
9071,24,2024-06-17,10,34,1,4,1
9072,24,2023-03-20,20,53,1,2,2
9073,24,2024-05-13,40,37,4,4,2
9074,24,2022-10-24,39,32,2,3,0
9075,24,2023-07-03,13,50,1,5,2
9076,24,2023-05-29,27,50,6,1,2
9077,24,2022-12-26,29,37,4,5,1
9078,24,2022-02-07,25,41,3,3,0
9079,24,2023-07-24,29,32,1,3,1
9080,24,2022-04-18,27,46,6,4,2
9081,24,2024-04-29,40,48,6,0,2
9082,24,2022-10-03,23,62,3,1,2
9083,24,2024-01-29,27,39,5,0,1
9084,24,2023-09-11,32,63,0,3,0
9085,24,2023-11-06,32,49,6,2,0
9086,24,2023-06-05,31,37,6,2,0
9087,24,2023-02-27,45,68,8,2,1
9088,24,2022-01-03,35,67,3,5,0
9089,24,2023-05-29,16,21,8,3,1
9090,24,2022-10-17,26,54,4,3,1
9091,24,2024-02-05,12,61,6,1,1
9092,24,2023-03-06,22,22,8,2,2
9093,24,2022-03-07,36,20,5,2,2
9094,24,2022-01-24,26,40,6,0,2
9095,24,2022-10-10,28,68,8,4,2
9096,24,2023-04-17,41,41,8,0,0
9097,24,2023-01-16,30,61,1,3,2
9098,24,2022-12-12,38,67,2,5,0
9099,24,2023-09-11,20,26,1,5,1
9100,24,2023-11-06,28,52,6,0,1
9101,24,2022-08-08,41,64,5,4,2
9102,24,2024-01-08,16,21,3,5,0
9103,24,2022-10-24,30,67,0,1,0
9104,24,2023-07-03,21,35,0,2,2
9105,24,2023-12-04,27,35,0,4,1
9106,24,2023-03-27,18,62,8,4,2
9107,24,2022-06-27,32,69,0,1,2
9108,24,2022-04-04,14,40,5,2,2
9109,24,2023-11-27,15,69,3,4,0
9110,24,2024-01-08,31,30,7,2,0
9111,24,2022-01-17,36,33,6,4,1
9112,24,2022-03-07,37,68,6,0,1
9113,24,2024-05-27,22,68,8,5,0
9114,24,2022-04-11,23,58,1,0,2
9115,24,2023-03-27,44,47,6,1,2
9116,24,2024-02-19,34,54,1,3,2
9117,24,2022-03-21,15,52,5,0,1
9118,24,2022-04-18,29,39,8,2,0
9119,24,2023-11-13,21,46,2,0,1
9120,24,2022-03-28,44,59,3,3,2
9121,24,2022-10-24,10,70,3,0,0
9122,24,2023-06-26,45,36,2,1,2
9123,24,2022-09-19,24,54,2,3,2
9124,24,2023-07-17,10,52,1,3,1
9125,24,2022-05-23,25,48,1,2,2
9126,24,2022-07-25,14,49,1,2,2
9127,24,2023-11-06,31,67,6,5,0
9128,24,2023-05-29,36,22,4,2,1
9129,24,2022-04-04,14,45,6,4,1
9130,24,2023-10-23,44,29,8,3,0
9131,24,2023-01-02,20,29,6,0,0
9132,24,2022-05-09,17,68,7,1,1
9133,24,2022-07-25,33,43,5,4,2
9134,24,2023-03-20,38,22,5,2,1
9135,24,2023-02-13,13,67,4,2,2
9136,24,2024-04-01,40,35,1,3,0
9137,24,2022-11-21,38,29,0,2,1
9138,24,2024-02-05,28,27,5,2,1
9139,24,2024-04-22,14,53,8,4,2
9140,24,2023-08-14,10,53,8,3,0
9141,24,2024-01-01,16,31,8,2,1
9142,24,2022-05-02,39,48,1,3,2
9143,24,2022-08-01,20,64,7,5,1
9144,24,2023-06-05,14,69,1,5,0
9145,24,2023-11-13,32,67,1,1,2
9146,24,2024-04-01,10,60,8,5,2
9147,24,2024-05-27,20,42,0,0,2
9148,24,2024-06-10,39,25,1,0,0
9149,24,2022-01-17,26,33,8,0,2
9150,24,2024-06-24,19,27,3,0,2
9151,24,2023-12-25,25,69,8,5,1
9152,24,2023-07-10,21,70,2,0,1
9153,24,2022-10-17,10,31,7,2,1
9154,24,2022-05-16,10,41,2,2,1
9155,24,2022-05-23,29,21,2,0,1
9156,24,2022-09-12,22,70,2,5,0
9157,24,2023-09-11,15,52,0,2,0
9158,24,2022-07-25,29,45,2,0,0
9159,24,2023-11-20,32,58,8,0,2
9160,24,2024-05-13,24,22,0,4,2
9161,24,2022-07-04,36,33,6,3,0
9162,24,2024-02-19,20,40,4,3,1
9163,24,2024-04-15,36,28,5,1,2
9164,24,2022-11-07,36,28,1,1,0
9165,24,2022-03-21,15,28,0,4,1
9166,24,2022-03-14,28,59,3,1,1
9167,24,2024-03-18,18,59,7,1,0
9168,24,2022-10-17,44,43,0,2,1
9169,24,2022-02-07,30,50,0,2,1
9170,24,2023-12-11,35,37,3,3,2
9171,24,2023-10-09,36,64,0,5,2
9172,24,2024-02-26,36,46,6,5,2
9173,24,2024-05-20,38,31,4,4,1
9174,24,2022-01-31,25,58,8,4,2
9175,24,2023-10-02,30,28,2,4,1
9176,24,2023-09-04,33,25,7,2,0
9177,24,2023-01-09,29,36,0,3,2
9178,24,2024-01-01,20,20,0,0,2
9179,24,2023-01-02,43,68,8,3,2
9180,24,2022-04-04,13,68,2,1,0
9181,24,2024-05-27,42,58,4,5,1
9182,24,2022-10-24,15,40,3,2,0
9183,24,2022-03-07,38,29,3,4,0
9184,24,2022-04-18,24,70,7,5,0
9185,24,2023-10-02,35,52,8,1,1
9186,24,2022-06-27,15,21,8,2,1
9187,24,2022-06-13,16,48,1,2,1
9188,24,2022-10-03,37,20,3,5,1
9189,24,2023-04-03,27,23,0,3,1
9190,24,2022-12-26,26,25,1,4,1
9191,24,2023-03-06,42,32,0,3,2
9192,24,2022-01-24,16,55,8,0,1
9193,24,2023-08-14,16,66,2,5,0
9194,24,2022-11-14,24,23,4,5,1
9195,24,2024-05-27,28,33,4,4,0
9196,24,2024-03-18,29,48,5,1,2
9197,24,2023-12-18,32,38,8,4,2
9198,24,2024-03-04,32,70,4,0,2
9199,24,2022-11-07,36,35,4,2,0
9200,24,2022-06-06,18,53,2,2,1
9201,24,2023-11-13,37,28,4,3,0
9202,24,2022-03-14,21,36,1,3,2
9203,24,2024-04-15,39,69,7,3,0
9204,24,2023-07-24,25,63,4,2,2
9205,24,2024-03-25,35,40,1,4,2
9206,24,2023-08-07,18,47,8,3,1
9207,24,2023-12-11,20,42,4,0,1
9208,24,2024-02-05,23,65,2,2,2
9209,24,2022-02-14,12,22,2,0,1
9210,24,2023-03-27,23,45,0,4,0
9211,24,2023-10-16,38,66,3,0,1
